34
1
2
1
34
points_geogebra
1	-0.31387627987685895	2.343205197597289	A
2	0.0910779263855	2.3089278517764	B
3	-0.1802336037602043	2.1226947820048094	C
4	0.2899724281036	2.5685020319848	D
5	0.3144894699179	2.1823586234103	E
6	0.9022720727846985	2.109330514393144	F
7	1.0492790165130186	2.0759198453639804	G
8	0.8889078051730329	2.777543894976415	H
9	1.4435383698501	2.3808440763959	I
10	1.463571312474648	1.8888200988006647	J
11	1.3232465025521605	1.6148526127615237	K
12	1.6239425238146334	1.380977929557379	L
13	0.5830812844918	1.0545900120382	M
14	1.263107298299666	1.1604675139648997	N
15	0.24691059211411934	1.1850963480743693	O
16	0.4211584387647416	1.6014883451498583	P
17	0.08036961466727227	1.8620915635773339	Q
18	-0.3406048151001899	1.9155486340239956	R
19	-0.10004799809021152	1.701720352237349	S
20	-0.2203264065952007	1.5881240775381928	T
21	-0.1802336037602043	0.9867320350132492	U
22	-0.41410828696435	1.107010443518238	V
23	-0.6479829701684956	1.020142704042413	W
24	-0.8751755195668085	1.4544814014215388	Z
25	-1.1825536746351142	1.107010443518238	A1
26	-1.4164283578392598	0.8731357603140932	B1
27	-1.4498390268684236	1.4077064647807098	C1
28	-1.3295606183634343	1.721766753654847	D1
29	-0.9620432590426341	1.8620915635773339	E1
30	-1.2821828782356	2.1118721281943	F1
31	-1.0021360618776305	2.3565694652089544	G1
32	-1.3696534211984308	2.403344401849783	H1
33	-1.1290966041884525	2.5971262822189316	I1
34	-0.8016720477026484	2.5703977469956008	J1
